asin,brand,title,,,rating,review,totalReviews,prices
B01MT57AVU,Samsung,Samsung Galaxy S7 G930T T-Mobile Unlocked GSM 4G LTE Smartphone w/ 12MP Camera - Gold (Renewed),,,3.8,The speakers are garbage and it only tells time in military time,46,$159.00 
B01MUTETGP,Apple,"Apple iPhone 7 Plus, GSM Unlocked, 256GB - Rose Gold (Renewed)",,,3.8,"I bought this phone for my elderly parent. He has At&t, I did put the SIM card from his At&t phone in the Jethro, it worked. The only Problem he was having was dropped calls. He would receive or make a phone call and the phone would hang up on the person on the other line. I'm asking for a refund. It wasn't his carrier, it's the phone. He had 3 or 4 bars when the phone calls took place.",43,
B01MY2FEAS,Samsung,Samsung Galaxy Note 5 N920T 32GB - White (T-Mobile),,,3.1,"This is a great, simple phone which is getting to be harder and harder to find. For those who do NOT want a smartphone and just need a phone for an elderly family member or for someone who is not tech savvy, this is a great little phone. I gave it four stars, though because our carrier - AT&T - does not recognize the signature of this phone, so we wound up having to buy an AT&T friendly phone. The phone works, but when we are billed their system would automatically charge this as a smartphone - which is an extra $40 on our bill - since it did not recognize the signature :/ We will be giving it to the military to reuse.",12,
B01MY4DGA7,Samsung,Samsung Galaxy S7-4G LTE T-Mobile - 32GB Smartphone - Black Onyx (Renewed),,,3.4,the sim card dose not read so what the point selling a tablet /phone that don't work,83,$169.95 
B01MY7VL44,Samsung,"Samsung Galaxy S6 Active G890A Unlocked GSM Smartphone, Blue",,,3.4,"This item is not worth the money I paid. cant find where to put memory card. screen isn't clear very blurred, this item sucks",12,$219.99 
B01N02G1C9,Apple,"Apple iPhone 6 Plus, AT&T, 128GB - (Renewed)",,,2.7,Good phone,5,$199.95 
B01N0AOOK1,Apple,"Apple iPhone 6 Plus, AT&T, 16GB - Silver (Renewed)",,,3.3,"The tablet really was not I was looking for the sim card did not work the sd card never read ,charger cord broke,I had to purchase another!!I""m really upset with this product...Really surprise me I wanted a tablet that would do all these things and more",62,"$194.99,$299.99"
B01N0NWGE6,Samsung,Samsung Galaxy S7 Edge G935F,,,3.6,When charging the battery the screen had waves of interference to the point I would not use the tablet while charging. I returned the tablet.,13,$299.99 
B01N17VM0E,Motorola,Motorola Moto Z Droid Edition XT1650-01 Gold/White 32GB - Verizon,,,4.5,It is a little more than ok. I use it on Straighttalk unlimited plan as a 3g phone on AT&T 4g SIM. It has a lot of Chinese apps that you can remove. The viewing angles on screen are not the best. However it looks really sharp straight on. Has excellent quality picture and video (Netflix) . Very Poor Camera!!! Texts to all networks that can be reached by AT&T. I have friends on them all. Is a 4.4.2 android kitty Kat so it can use all the Google apps. The voice search is excellent . If it can decipher my worn out gravely southern accent every time. It should work well for you. Great phone for international travel just pop a European SIM in the extra slot and you are in business. If this phablet had a better camera it would be a steal. The battery will last for days if just used for phone. When you surf and use Wi-Fi continuously you will need to recharge more often. It is going to be kept and used,4,
B01N1Q6V7K,Samsung,Samsung J3 - Verizon Prepaid,,,3.5,"I AM IN VENEZUELA, THE BATTERY CHARGER IS DAMAGED AND HERE IN VENEZUELA NO WARRANTY THAT BATTERY CHARGER TABLET",40,
B01N1SCZ86,Samsung,Samsung Galaxy S6 SM-G920T 64GB Gold Smartphone for T-Mobile (Renewed),,,3.6,"This tablet only worked for 4 months, now it is giving trouble to connect to WiFi so i have no play store access. It sucks",117,$144.00 
B01N1WUFU0,Apple,"Apple iPhone 6S, AT&T, 128GB - Silver (Renewed)",,,3.9,"Really nice, my daughter uses this everyday and its almost been a year and its still going strong...she loves it",11,$199.99 
B01N27UF9Z,Apple,iPhone 6S - 64GB (AT&T) - Rose (Renewed),,,1,good,1,$191.98 
B01N2HPFWK,Google,"Google Pixel XL (128GB, 4GB RAM) 5.5"" AMOLED HD Display, Global 4G LTE, US Factory Unlocked Model (GSM, Verizon, Sprint) - Very Silver",,,3.8,Thank's for best supply!!!!,64,"$267.00,$399.99"
B01N2YQQW7,Samsung,Samsung Galaxy Note 5 N920T 64GB Black Sapphire - T-Mobile,,,4,Doesn't have Google Play even though picture and description says it does. I contacted E-passion. They were worse than useless. They kept telling me stupid stuff like install Google Play for the non existent app market. It was very obvious they didn't understand much English.,21,
B01N3720RE,Samsung,Samsung Galaxy S6 SM-G920T - GSM Unlocked 4G LTE T-Mobile - 32GB Smartphone for T-Mobile - White Pearl (Renewed),,,2.4,Very upset The tablet did not work. Sending it back. Will be replacing it.,12,$129.99 
B01N4E0RF1,Samsung,Samsung Galaxy S7 - Black - 32GB - Verizon (Renewed),,,3.7,Excellent,393,$132.99 
B01N4S65YE,Samsung,Samsung Galaxy S6 G920T 32GB Gold - T-Mobile (Renewed),,,3.6,great phablet for all general uses,117,$124.55 
B01N4VFJAX,Samsung,Samsung Galaxy Note 4 N910P 32GB Charcoal Black - Sprint (Certified Refurbished),,,3.6,Is great i love everything about it.,11,$200.00 
B01N5BOBIF,Google,"Google Pixel, 5"" 32GB (Verizon Wireless) - Black",,,3,"not liked, because the language is in mandarin or HK also I cannot downland any apps from android stores.",26,
B01N5OQDIK,Samsung,"Samsung Galaxy On5, No Contract, Tracfone Locked Smartphone, Black",,,3.9,My friend brought it to me at work after i ordered it on Amazon as we work together overseas and i live in Johannesburg. When i got home and tested the phone the microphone doesnt work. So you can hear but no one can hear you. Now im stuck with it because how would i get ut back to Texas? Very unhappy with the product,25,$69.95 
B01N5WQ2P4,Samsung,Samsung Galaxy Note 4 N910P 32GB Frosted White - Sprint (Renewed),,,2.6,My friend brought it to me at work after i ordered it on Amazon as we work together overseas and i live in Johannesburg. When i got home and tested the phone the microphone doesnt work. So you can hear but no one can hear you. Now im stuck with it because how would i get ut back to Texas? Very unhappy with the product,9,$168.99 
B01N6P6E0K,Samsung,Samsung Galaxy S6 Edge SM-G925T - 32GB Smartphone for T-Mobile - Sapphire Black (Renewed),,,3.3,"Got this to complete a working scale model office. The little phone actually has a pretty accurate touch screen if I can get my fat fingers to hit only one of those little tiny keys on the keyboard. Probably not bad as a phone for someone with a kid's hands.I can't say that I'm disappointed because I got yellow, and that's what I wanted. But the only color they had in stock was green and I got yellow so drop one star. Also, when I went to put the battery in I discovered THIS PHONE IS NOT RUGGED. The battery cover simply snaps on with no seals to protect against water splashes. So minus another star.All in all its not bad for a $60 smartphone that will not take up much space in the tankbag of your motorbike, or in your hiking bag. But keep it in a zip top bag. If you have a Bluetooth keyboard and mouse, (or can VNC into it like I did) it will be a lot easier to set up.",6,$128.95 
B01N6YAP98,Apple,"Apple iPhone 7, 32GB, Black - For AT&T / T-Mobile (Renewed)",,,3.6,arrived broken and forgot to send back,3,$212.00 
B01N6ZAR0D,Apple,"Apple iPhone 7 Plus, 32GB, Rose Gold - For AT&T / T-Mobile (Renewed)",,,3.9,this phone is not worth the money. the plastic is flimsy and the phone hardly works. I am trying to return mine now. don't waste your money.,2,"$375.55,$449.99"
B01N9R1JA7,Samsung,Samsung TWSAS120VCP-3 Galaxy J1 Luna 4G LTE Total Wireless Prepaid Smartphone,,,3.8,"I like the size of the phone. Whatever happened to the days when we were supposed to make things smaller? I suppose those days are gone with most people ""needing"" to watch YouTube videos in 1080p.This phone has the right size to it, but the internal memory has much to be desired. It also doesn't use the micro SD card slot to move apps over to... I know it can probably be rooted to accomodate for this, but why must it be rooted to install more than one app on here? Isn't there an easier way, like an OTA update or something? I'm not that technically savvy... but I would like to install more than one app on here. After all, this is supposed to be a smart phone.Other than those quirks, I like the phone and use it when my daily driver would be intimidated by mother nature. The speaker can be soft at times, but it works for me.If there are any changes to my review, I'll update when I'm able to.",7,$54.99 
B01N9VG61T,Motorola,Motorola Moto Z Play Droid XT1635 32GB Black/Silver Verizon Wireless,,,3.6,"Is partial internet working,but Indigi is workin on it,hope will be ok",45,$299.99 
B01N9XOXCK,Samsung,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),,,3.7,This is my second sim card I have to use to activated this phone. I contacted the company and still no response. I'm currently doing more research on the matter. To early to rate cause I had this phone for two weeks.,550,$194.95 
B01N9YO1DS,Apple,"Apple iPhone 7, 128GB, Gold - For AT&T / T-Mobile (Renewed)",,,3.2,This little phone is great compact and easy to use love it .Michelleheraud,111,"$245.00,$399.99"
B01N9YOVME,Samsung,"Samsung Galaxy S7 ACTIVE G891A 32GB Unlocked GSM Shatter-Resistant, Extremely Durable Smartphone w/ 12MP Camera - Sandy Gold (Renewed)",,,3.5,This little phone is great compact and easy to use love it .Michelleheraud,367,$195.54 
B01NAZJYO5,Samsung,"Samsung Galaxy S6, G920P Black Sapphire 32GB - Sprint (Renewed)",,,3,This little phone is great compact and easy to use love it .Michelleheraud,119,$149.95 
B01NB1IGR8,Samsung,Samsung Galaxy Note 5 32GB N920P Sprint - Sapphire Black (Renewed),,,3,I hate it!!!! I will be sending it back. It keeps blinking on and off. I want my refund back!,64,$207.95 
B01NBZDKGJ,Samsung,Samsung Galaxy S7 G930P 32GB Black Onyx - Sprint (Renewed),,,3.2,Lots of nice features but touch response slow. Nice looking phone. I only use the phone for one week and I will write review again. Sound volume poor.,116,$167.95 
B01NC2MEJP,Samsung,Samsung Galaxy Note 5 32GB GSM Unlocked - Black (Renewed) (D132),,,3,"We buy these for work, good price and would be extremely durable for the average person. We do HVAC and we break them a lot not the holster fault.",250,$189.00 
B01NH5HCGZ,Motorola,Motorola Moto Z Droid Edition XT1650-01 Gold/White 32GB - Verizon (Renewed),,,2.7,"They are wonderful. got them for my son as he tends to break them. now we have extras without going through hassle of ordering again!!! thanks for that, that rates 5 stars.",90,$114.99 
B06VW5FVLB,Samsung,Samsung SM-G900V - Galaxy S5-16GB Android Smartphone Verizon - Black (Renewed),,,3.4,Does the job but just barely,186,$72.97 
B06VWSQPPF,Samsung,Samsung Galaxy S6 Edge G925T 64GB T-Mobile - White (Certified Refurbished),,,3.9,lasting longer than the oem,3,$130.95 
B06W2M6RT2,Samsung,Samsung Galaxy S7 Edge G935P 32GB Silver - Sprint (Renewed),,,3.8,Crear product. Fast arrived.,55,$208.95 
B06W9L7YJM,Samsung,Samsung SM-G900V - Galaxy S5 - 16GB Android Smartphone Verizon - Gold (Renewed),,,3.4,Good thing I had order this 3 pack. Poor quality already burned they 2 cases,186,$84.95 
